Dataset,Variant,Noise Level,model,accuracy,precision,R19 Compl,BR19 (Mean) Compl,BR19 (Marg) Compl,DiCE Compl,NICE Compl,RL Compl,R19 L1,BR19 (Mean) L1,BR19 (Marg) L1,DiCE L1,NICE L1,RL L1,R19 L2,BR19 (Mean) L2,BR19 (Marg) L2,DiCE L2,NICE L2,RL L2
mock_data3,standard,noise_3,lr,0.7626262626262627,0.7612918898347646,1.0,,,1.0,1.0,0.9565656565656566,12.310794041095466,,,15.167356476830783,15.180705904425071,41.11704864236073,5.603024748396332,,,6.658022007236194,6.5102441496440715,28.649212096078656
mock_data3,standard,noise_3,rf,0.7919191919191919,0.7912465791840326,,,,0.9525252525252526,1.0,0.7414141414141414,,,,16.11068708506695,13.916139175767873,36.09730981258655,,,,6.956940697907199,5.967946474152188,21.94169822378091
mock_data3,standard,noise_3,tf,0.7717171717171717,0.7704196629816464,,,,1.0,1.0,,,,,15.577342941792846,15.577342941792846,,,,,6.835653703291382,6.835653703291382,
mock_data3,standard,noise_4,blr,0.695959595959596,0.6937116143727714,,1.0,1.0,,,,,15.973519395164807,15.9735193951648,,,,,6.607273349129452,6.607273349129448,,,
mock_data3,standard,noise_4,lr,0.696969696969697,0.6946639976497649,1.0,,,1.0,1.0,0.8848484848484849,15.859628565817316,,,17.486080734762602,17.314955278640397,77.07024229298851,6.569508580926157,,,7.180385525121227,7.044690994085537,54.44389730387411
mock_data3,standard,noise_4,rf,0.696969696969697,0.6954294073498243,,,,0.9424242424242424,1.0,0.7797979797979798,,,,18.159032378909,16.67480606560697,51.997789405399935,,,,7.3985958180117075,6.755332656846927,33.185541120483315
mock_data3,standard,noise_4,tf,0.6737373737373737,0.6759073297523637,,,,1.0,1.0,,,,,18.134719051575136,18.134719051575136,,,,,7.399090992410081,7.399090992410081,
mock_data3,standard,noise_5,blr,0.692929292929293,0.6905866255305427,,1.0,1.0,,,,,18.006377635122323,18.006377635122323,,,,,7.118478606163971,7.118478606163973,,,
mock_data3,standard,noise_5,lr,0.693939393939394,0.6916320412926441,1.0,,,1.0,1.0,0.9959595959595959,17.94166191900107,,,19.331636105553656,19.25440280911265,303.5742029494588,7.099951213655597,,,7.648365940602701,7.525787117270415,279.0110646408867
mock_data3,standard,noise_5,rf,0.6878787878787879,0.6869767038142645,,,,0.9575757575757575,1.0,0.9727272727272728,,,,19.928089077009936,18.32103932485506,122.63814575326467,,,,7.841737925181953,7.198582511699395,97.10624796907791
mock_data3,standard,noise_5,tf,0.6909090909090909,0.6884687779770773,,,,1.0,1.0,,,,,19.769598768188896,19.769598768188896,,,,,7.752591628042945,7.752591628042945,
mock_data3,standard,noise_6,blr,0.6303030303030303,0.6241265869706237,,1.0,1.0,,,,,18.241075930106316,18.24107593010632,,,,,7.141229131918507,7.141229131918509,,,
mock_data3,standard,noise_6,lr,0.6313131313131313,0.6252286154449647,1.0,,,1.0,1.0,0.3656565656565657,18.148982339562572,,,19.849397927186658,19.388897770731372,387.9179740505397,7.11329554321152,,,7.770571222518345,7.5118301976718245,333.3399148492461
mock_data3,standard,noise_6,rf,0.6373737373737374,0.6315786936791503,,,,0.9454545454545454,1.0,0.8474747474747475,,,,20.13251875986261,18.46761352023439,229.3519851133423,,,,7.862690673354218,7.225253977480595,164.79523265727266
mock_data3,standard,noise_6,tf,0.6363636363636364,0.6332889483295987,,,,1.0,1.0,,,,,19.85616004927826,19.85616004927826,,,,,7.742359287602535,7.742359287602535,
mock_data3,standard,noise_7,blr,0.6282828282828283,0.6229584329678649,,1.0,1.0,,,,,18.623520869665796,18.6235208696658,,,,,7.261103184962654,7.261103184962656,,,
mock_data3,standard,noise_7,lr,0.6272727272727273,0.6218067745273074,1.0,,,1.0,1.0,0.9949494949494949,18.516046595502555,,,20.003602867174436,19.722487262703655,57.307042780178875,7.225643823706618,,,7.79379563300327,7.594108131445701,41.92203461491773
mock_data3,standard,noise_7,rf,0.6232323232323232,0.6171135773771909,,,,0.9262626262626262,1.0,0.8474747474747475,,,,20.218219160485226,18.949698965941227,45.0128441922317,,,,7.865586317747577,7.36160146386182,30.17817155302986
mock_data3,standard,noise_7,tf,0.5949494949494949,0.5879946338383838,,,,1.0,1.0,,,,,20.370315678221168,20.370315678221168,,,,,7.880643217356811,7.880643217356811,
mock_data3,standard,noise_8,blr,0.6090909090909091,0.5993440968504881,,1.0,1.0,,,,,18.724555138826457,18.724555138826457,,,,,7.259399898585039,7.25939989858504,,,
mock_data3,standard,noise_8,lr,0.6090909090909091,0.5993440968504881,1.0,,,1.0,1.0,0.32323232323232326,18.661445617297108,,,20.169287472311524,19.76508382468674,48.7273438138393,7.236114848406319,,,7.807334726279879,7.652168175153018,33.60902333237981
mock_data3,standard,noise_8,rf,0.6141414141414141,0.6056096912287632,,,,0.9252525252525252,1.0,0.9808080808080808,,,,20.192621594786605,18.88851339950752,40.95092647913456,,,,7.836455539649538,7.3800128891131624,21.914828649643738
mock_data3,standard,noise_8,tf,0.6050505050505051,0.5931367547529164,,,,1.0,1.0,,,,,20.206897437759668,20.206897437759668,,,,,7.79376992598576,7.79376992598576,
mock_data3,standard,noise_9,blr,0.602020202020202,0.5885718350507083,,1.0,1.0,,,,,19.20345986036559,19.203459860365587,,,,,7.490713589693121,7.4907135896931205,,,
mock_data3,standard,noise_9,lr,0.603030303030303,0.5896604995556949,1.0,,,1.0,1.0,0.31313131313131315,19.082977469215816,,,20.08000304343088,19.840314606127123,65.59899659995772,7.452924178113023,,,7.760191297697417,7.674536875285839,46.39430871302536
mock_data3,standard,noise_9,rf,0.5959595959595959,0.5833186941882594,,,,0.9232323232323232,1.0,0.7919191919191919,,,,20.29648764702979,19.006739338207904,66.03944544016315,,,,7.863622853495138,7.373813642421578,46.264230361008345
mock_data3,standard,noise_9,tf,0.5626262626262626,0.5466745725631201,,,,1.0,1.0,,,,,20.778426334647136,20.778426334647136,,,,,7.973167635828717,7.973167635828717,
mock_data3,standard,noise_10,blr,0.5777777777777777,0.56966439791225,,1.0,1.0,,,,,19.137866763916357,19.137866763916353,,,,,7.3821363187012885,7.382136318701287,,,
mock_data3,standard,noise_10,lr,0.5808080808080808,0.5729411799568122,1.0,,,1.0,1.0,0.32727272727272727,19.066164071928206,,,20.30462938146013,19.75989520559413,59.46757676617156,7.358772415693627,,,7.778941615288754,7.607124568067692,42.38997485492509
mock_data3,standard,noise_10,rf,0.5707070707070707,0.5639890883827321,,,,0.9222222222222223,1.0,0.36464646464646466,,,,20.51537086627759,18.97810189591549,65.10681889571242,,,,7.911599190906142,7.367101759810483,44.871435412890435
mock_data3,standard,noise_10,tf,0.5686868686868687,0.5675965145609615,,,,1.0,1.0,,,,,20.23720077700957,20.23720077700957,,,,,7.788954059382695,7.788954059382695,
